		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 94.671875	M = 48480	N = 8	m = 9	n = 387840
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
001011011   94   86   95  101   78   84   90  105  6.949068 0.542138 SUCCESS  39
001011101  111  101   91   98   99   98  109   99  6.390932 0.603529 SUCCESS  40
001011111   89   95   74   82  103  100   99   96  8.066364 0.427014 SUCCESS  41
001100101  107   92   86   73  108   83   93   89 11.500862 0.174902 SUCCESS  42
001100111  100  104   69   90  104   84   87   88 12.022130 0.150219 SUCCESS  43
001101011   76   99   90  109   98   80  100   92  9.354685 0.313264 SUCCESS  44
001101101  104   89   82  116   91  111   99  103 12.047050 0.149117 SUCCESS  45
001101111   82   94   93   85   97   84  107  105  6.940193 0.543099 SUCCESS  46
001110101   82   83   70   95  104   95   93  103 11.632630 0.168363 SUCCESS  47
001110111   90   85  109  106   93  111   88  101  8.771288 0.361956 SUCCESS  48
001111011   86   95   82   90  100   95  105   86  5.113194 0.745412 SUCCESS  49
001111101   88  103   77   94   94   97   83  107  7.872809 0.445992 SUCCESS  50
001111111  100   97   92   94   96   86   77   91  4.851707 0.773302 SUCCESS  51
010000011   97   93   94   86  100   97   98   76  5.214921 0.734377 SUCCESS  52
010000111   72  115   86   95  102   82  110   97 15.918157 0.043567 SUCCESS  53
010001011   96   94   83   98   93   78  103   75  9.685129 0.287825 SUCCESS  54
010001111  100   88   96   89   99  103   89   81  4.522628 0.807165 SUCCESS  55
010010011  104  100   95   80   94  104   96   85  5.609884 0.690838 SUCCESS  56
010010111  105   87   92   88  101   97   93   86  3.721097 0.881370 SUCCESS  57
010011011   90  121   97   92  103   80   97  116 16.085086 0.041178 SUCCESS  58
010011111   89   88   90  110   87   94   67   96 12.674483 0.123551 SUCCESS  59
010100011  106   97   92   88  100  105   97   99  3.764451 0.877726 SUCCESS  60
010100111   84  109   91   90   86   88   81   88  7.708269 0.462473 SUCCESS  61
010101011  106   98   81   93   91  104  106  104  7.045334 0.531749 SUCCESS  62
010101111  106  103   88   96   85   96   92   81  5.825969 0.666719 SUCCESS  63
010110011   90  102  107  104  103   97   91   96  4.419194 0.817462 SUCCESS  64
010110111   92   82  104  113  102   77   95  124 19.847297 0.010929 SUCCESS  65
010111011  104   85   84  100  104   89  103   97  5.645386 0.686885 SUCCESS  66
010111111   85  105   74  101   90  107   87   96  9.853423 0.275465 SUCCESS  67
011000111   84   89  111   94   96   96  112   98  7.952347 0.438139 SUCCESS  68
011001111   98  103   93   94   86   87   97  105  3.602984 0.891052 SUCCESS  69
011010111   96   96   78   99   88   91   94  100  4.228028 0.835986 SUCCESS  70
011011111   91   94  100  111  104   87   99  102  5.759403 0.674162 SUCCESS  71
011101111   98   74  104   87  112   90  103   84 11.902652 0.155600 SUCCESS  72
011111111   99   98  108   92   99   87   86  101  4.450600 0.814355 SUCCESS  73
100000000  109   83  105   83  106   93  107   67 17.841421 0.022447 SUCCESS  74
100010000   86   97  126   81   97  105   89  113 18.889078 0.015464 SUCCESS  75
100100000   91  103   97   88   89   95   80   73  9.285046 0.318823 SUCCESS  76
100101000  106  102   92   92  107   77  113   77 14.297003 0.074345 SUCCESS  77
100110000  103   86   99   73  100   85   91   90  8.632010 0.374283 SUCCESS  78
100111000  111   81   76   87   78  110   91   86 15.977214 0.042707 SUCCESS  79
101000000  107   89   97  106   95  100   92   83  5.350103 0.719585 SUCCESS  80
101000100   80   97   92   81   89   85   88  111  9.302456 0.317427 SUCCESS  81
101001000  112  115  101   86   72   95   98   95 14.791303 0.063333 SUCCESS  82
101001100   89  102   92   92   85  101   69   93  9.783101 0.280581 SUCCESS  83
101010000  101   89   85  102   94   85  100  103  4.491905 0.810242 SUCCESS  84
101010100   95  109   98   96   94  101   95  105  3.992826 0.857770 SUCCESS  85
101011000  100  111  106  108   98   84  113  106 13.001172 0.111809 SUCCESS  86
101011100   86   73   84   87   92  115  106   84 15.077028 0.057665 SUCCESS  87
101100000   91   72  104  104   84   92  105   85 11.172467 0.192117 SUCCESS  88
101100100   97   97   93   80   84   93   77   94  7.191439 0.516126 SUCCESS  89
101101000  101  102   84  117   98   96   97   98  8.034617 0.430096 SUCCESS  90
101101100   99   88  104   90   73   96  110   84 10.840316 0.210912 SUCCESS  91
101110000  103   98   91   99  110  105  115   97  9.535610 0.299143 SUCCESS  92
101110100  104   90  106   86  100  118   84  112 14.191179 0.076916 SUCCESS  93
101111000  115   96   88   85   89   94  103   93  7.185977 0.516707 SUCCESS  94
101111100   85   78  105   92  115   91   93  114 14.074090 0.079855 SUCCESS  95
110000000   83   78  113   93  110   73   98   84 17.286699 0.027258 SUCCESS  96
110000010  105   82   91  101   84   97  107   92  6.545572 0.586357 SUCCESS  97
110000100  108  110  105  113  100   98  106   99 11.379335 0.181118 SUCCESS  98
110001000   80   94  103   87   90   96  112   90  7.533148 0.480347 SUCCESS  99
110001010  113   93   93   88   96   91   84   92  5.705467 0.680185 SUCCESS 100
110010000   75  107   78   91  100  105   91   82 12.447815 0.132314 SUCCESS 101
110010010   89   81   95   85   79  101   80   80 11.239716 0.188483 SUCCESS 102
110010100  103  118   86   96  112   89  109   80 15.768638 0.045814 SUCCESS 103
110011000   96   83   98   84  117   77   80   75 18.308754 0.019027 SUCCESS 104
110011010   78   91  104  113  101   85   94  100  9.577939 0.295907 SUCCESS 105
110100000   97  104   84  100   95  107   88   82  6.465692 0.595216 SUCCESS 106
110100010   95   96   82   97   88   85   82  108  7.036458 0.532704 SUCCESS 107
110100100  113  108   92   99   84   96   89   91  7.654675 0.467908 SUCCESS 108
110101000   95  102   82   99   93   87  103   99  4.182285 0.840314 SUCCESS 109
110101010   98   98   93   96   90  104  103   99  2.443018 0.964335 SUCCESS 110
110101100   81  101  118  113   92   78   89  103 16.316874 0.038063 SUCCESS 111
110110000   86   78   97  111   96   96   96   87  7.530076 0.480664 SUCCESS 112
110110010   88   92   89   73   80   90   98   86  9.578622 0.295855 SUCCESS 113
110110100   97  110   72  109   89  101   97  103 12.089038 0.147275 SUCCESS 114
110111000  100  109   94   93   98   85  102  109  6.560251 0.584733 SUCCESS 115
110111010   91   91  101  105   98  109   90  110  7.065816 0.529549 SUCCESS 116
110111100   92   86   85   91   88   81   88  110  7.649554 0.468429 SUCCESS 117
111000000   78   93  105   83   94   93  105   79  9.603883 0.293936 SUCCESS 118
111000010  112  101  102  116  103  111  101  111 16.292979 0.038374 SUCCESS 119
111000100   98   96   94   86   88   98  106   87  3.618687 0.889786 SUCCESS 120
111000110  103   84   99   81   80   75  100   94 11.142085 0.193778 SUCCESS 121
111001000   76   86   95   89   94  108   96   88  7.433469 0.490666 SUCCESS 122
111001010  104  120   93   95  113   97   92   98 11.917672 0.154915 SUCCESS 123
111001100  112   90   82   74  120   93   88   89 17.816502 0.022645 SUCCESS 124
111010000  100  108   87   95   98  113   96  101  7.141941 0.521399 SUCCESS 125
111010010  108  112   99   97  101   97   96   90  6.238683 0.620515 SUCCESS 126
111010100   83   95   76  101   94   84  100   99  7.499011 0.483870 SUCCESS 127
111010110   89  103  105   99   94   91   89  105  4.147807 0.843548 SUCCESS 128
111011000   69   70   78  114   92   87   92   90 22.003032 0.004910 FAILURE 129
111011010   79  120   91   94   98   82  107  102 13.964852 0.082686 SUCCESS 130
111011100  114  102   87  111  103  107  101  105 12.243336 0.140673 SUCCESS 131
111100000   92   87  106   87   85  102  105   79  8.222369 0.412056 SUCCESS 132
111100010   92   99   99   81   86   92   91   87  4.218811 0.836862 SUCCESS 133
111100100   74   88   90   92   81  101   93   86  8.802011 0.359273 SUCCESS 134
111100110   98  102   94   95  104   86   93  103  3.273906 0.916011 SUCCESS 135
111101000   97   91   80  105  102  103   90  102  5.892536 0.659268 SUCCESS 136
111101010   89   94   95   96   91  103  103  104  2.989888 0.934991 SUCCESS 137
111101100   81   74   88  100   84   95   99  100  9.266271 0.320334 SUCCESS 138
111101110   99  101   81  103  110   92  101   81  8.565443 0.380269 SUCCESS 139
111110000   77   88  104  100   92  106  102   84  8.468836 0.389062 SUCCESS 140
111110010   87   88   92  103   99  103   80  104  6.229124 0.621584 SUCCESS 141
111110100   99   97   78  102  105   96   85  101  6.530552 0.588021 SUCCESS 142
111110110   89  102  102   84  103   90   87  106  5.809584 0.668552 SUCCESS 143
111111000   82  106   95   86   81   91  102   90  6.992763 0.537414 SUCCESS 144
111111010   93  101   71   99  104   94   76   93 11.588252 0.170542 SUCCESS 145
111111100   93  106   93   92   95   95   84   98  2.908301 0.939980 SUCCESS 146
111111110   99   98  108   92   99   87   86  101  4.450600 0.814355 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 94.671875	M = 48480	N = 8	m = 9	n = 387840
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  110   95  115  103  106  107  112  114 18.262328 0.019344 SUCCESS   0
