		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 94.671875	M = 48480	N = 8	m = 9	n = 387840
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
001001111   92   82  106  107   90  103   94  105  7.060354 0.530135 SUCCESS  35
001010011  101  106   80   87  112   95   80   91 10.613648 0.224566 SUCCESS  36
001010101  100   94   84   95   98   92   97  103  2.576151 0.958085 SUCCESS  37
001010111   73  105   97   93  104  108  102  116 14.832267 0.062490 SUCCESS  38
001011011   94  103   99   89   92   94  104   95  2.353238 0.968224 SUCCESS  39
001011101   92   99   96   96   92   88  106   84  3.531297 0.896747 SUCCESS  40
001011111   82  104   87   93   99   92   87  103  5.061306 0.751004 SUCCESS  41
001100101  100   98   84   83   99   86   86   97  5.070182 0.750049 SUCCESS  42
001100111   79  101   88   97   98   85   81   90  7.089029 0.527058 SUCCESS  43
001101011  113  104   88   84   81  101  105  110 12.561491 0.127855 SUCCESS  44
001101101   91   85   98  100   91  114   87   86  7.292825 0.505394 SUCCESS  45
001101111  103   94   95   93  106   98   78   79  8.036324 0.429930 SUCCESS  46
001110101   92  108  103   98   97  105   97  105  5.346007 0.720035 SUCCESS  47
001110111  104   89   94   97   98   91   99   99  2.043618 0.979645 SUCCESS  48
001111011  101   93   99   99  103   91  103   80  4.891305 0.769128 SUCCESS  49
001111101   95  101   82   77  101  105   92   92  7.362806 0.498042 SUCCESS  50
001111111   94   95   80  100   90   90   77   89  6.907421 0.546653 SUCCESS  51
010000011  104   83   88  103   92   88   88   95  4.734276 0.785563 SUCCESS  52
010000111  107  104  100   99  114   77  106   98 12.140585 0.145041 SUCCESS  53
010001011   92   85  102   92  111   92   76  104  9.513762 0.300824 SUCCESS  54
010001111  101   91  100   92   93  104  101   93  2.421853 0.965275 SUCCESS  55
010010011   94   82  100  115   93   92   91   84  8.083091 0.425396 SUCCESS  56
010010111   90   87   79  101  104   95  101   99  5.595546 0.692433 SUCCESS  57
010011011   95  102   97   91  100  102   85   85  3.734752 0.880227 SUCCESS  58
010011111   94   89   97  102   88  101   92   88  2.490126 0.962190 SUCCESS  59
010100011  100  102   84  101   99  101  115  103  8.492049 0.386937 SUCCESS  60
010100111   96  100   87  100   98   92   94   87  2.129301 0.976789 SUCCESS  61
010101011  100   91  102   93   88   96   92   94  1.662993 0.989660 SUCCESS  62
010101111  103  118   88   92   98  102   84  103  9.975974 0.266716 SUCCESS  63
010110011  113   88   99   94  105   94   95  102  6.123300 0.633423 SUCCESS  64
010110111   93  106  107   98   95   93  104   92  4.273771 0.831617 SUCCESS  65
010111011   84   88  110   99   98   96   98  111  7.675157 0.465827 SUCCESS  66
010111111   96  104   89   83   88   93   81  100  5.678157 0.683232 SUCCESS  67
011000111   91   99  104  100   75   90   85  106  8.501949 0.386034 SUCCESS  68
011001111   94   88   89   92  101   93   68  108 11.100097 0.196092 SUCCESS  69
011010111  106   91   92   93   89   94   94   96  2.038156 0.979820 SUCCESS  70
011011111   94   78   96  100  113   88   81   81 11.610100 0.169466 SUCCESS  71
011101111   98   95   98  102  101   94   83  120  9.768081 0.281682 SUCCESS  72
011111111  102   98   82   89  103   99   91   94  3.927625 0.863594 SUCCESS  73
100000000   94   91   88   87   90   98   89   95  1.993437 0.981212 SUCCESS  74
100010000   75  100   95   92   96   73   82   76 15.328957 0.053056 SUCCESS  75
100100000   94   87   93  102   81  107  112   83  9.735310 0.284097 SUCCESS  76
100101000  128  103   81   94   83   80   93  113 22.477874 0.004103 FAILURE  77
100110000   91  100   96  102   88  103  104   90  3.496136 0.899489 SUCCESS  78
100111000   97   92   89   97   88   88  100   95  1.831628 0.985746 SUCCESS  79
101000000   84  106  102   85   90  101   80   84  8.525845 0.383858 SUCCESS  80
101000100  100   94   83   85   82   98   74   92  9.446171 0.306065 SUCCESS  81
101001000  101   79  108   93  100   85   97   93  6.513142 0.589950 SUCCESS  82
101001100  110  103   99   71   91   77  100   93 13.549408 0.094293 SUCCESS  83
101010000  115  108  106   83   95  102  104   94 10.887766 0.208140 SUCCESS  84
101010100  110  101   82   97   99   93  105  105  7.382946 0.495934 SUCCESS  85
101011000   81  110   85  108   84   97  109  107 12.776894 0.119760 SUCCESS  86
101011100   94   94   88  101  102   94  103   84  3.526859 0.897095 SUCCESS  87
101100000  111  105   92   90   86  103   94  104  6.928586 0.544357 SUCCESS  88
101100100   97   80  112   98   97  116   79   86 14.344453 0.073218 SUCCESS  89
101101000   94   84  100   82   96   92   91   85  4.579637 0.801414 SUCCESS  90
101101100   87  106   96   81   99   96   99  111  7.446782 0.489282 SUCCESS  91
101110000   96   67  107   90   89   87  111   93 14.219854 0.076212 SUCCESS  92
101110100   88   98  106   96   78   87   98   74 10.496559 0.231888 SUCCESS  93
101111000  109  104   88   98   99   92   78   99  7.323890 0.502124 SUCCESS  94
101111100   76   87   71   97   92   84  105   96 13.138402 0.107176 SUCCESS  95
110000000   99   84  102   85   84   90   78   96  7.595277 0.473968 SUCCESS  96
110000010  102   84   93   93   89   91   73   96  7.540317 0.479609 SUCCESS  97
110000100   91   98  110  121   85   97   88  103 12.731833 0.121416 SUCCESS  98
110001000   71  108   93   85  117   91   91   82 16.608744 0.034451 SUCCESS  99
110001010   90   92   91  102  106  105   77  111  9.941154 0.269180 SUCCESS 100
110010000   97   94   89  100   89  115   92   98  5.790126 0.670728 SUCCESS 101
110010010   98   75   91   96   87   82   88   87  8.041103 0.429465 SUCCESS 102
110010100  121   96   74  101   96   96   96   92 12.832537 0.117743 SUCCESS 103
110011000   86   94  101   94   93  115  103   81  8.612893 0.375996 SUCCESS 104
110011010   89  104   68   80   94   85  107  100 14.421602 0.071417 SUCCESS 105
110100000   85   84  105   92  111   83   92   86  8.809180 0.358648 SUCCESS 106
110100010   84   97   96   96   96   99   86   98  2.508219 0.961347 SUCCESS 107
110100100  101   88  105  113  108   81  108   93 11.711827 0.164532 SUCCESS 108
110101000   93   90   97   88  105  111   94   99  5.101587 0.746665 SUCCESS 109
110101010  110   98  100   95   89   97  100   96  3.738849 0.879883 SUCCESS 110
110101100   99   93   85   89   81  110   93   96  6.266675 0.617388 SUCCESS 111
110110000  111   96  105  106   95   91   92  106  7.126921 0.523003 SUCCESS 112
110110010  102   85   98   93  106  102   96   96  3.786981 0.875813 SUCCESS 113
110110100  105   87  111   96   97   82  108   79 11.176563 0.191894 SUCCESS 114
110111000   89   75   86   94  101  102  110   94  9.000687 0.342238 SUCCESS 115
110111010   99  110  110   97   89   88  106   76 11.444878 0.177743 SUCCESS 116
110111100  114   96   85   90   94  100   77   90  9.325327 0.315599 SUCCESS 117
111000000   88   94   91   99   73   86   99   99  7.204411 0.514748 SUCCESS 118
111000010   97  101  112  107   81   94   90  106  9.123920 0.331950 SUCCESS 119
111000100   80   97   82  107  105   99   90   86  8.254799 0.408985 SUCCESS 120
111000110   89   94   75  100   93   87   92   98  5.766230 0.673399 SUCCESS 121
111001000   92  108   85   90  104  108   88  100  6.966137 0.540291 SUCCESS 122
111001010  115  102   86  104   99  107  101  108 11.115458 0.195243 SUCCESS 123
111001100   86   83   84   74   82  112  102   92 13.920475 0.083862 SUCCESS 124
111010000   85   84  108   96  110   83  105   91  9.592959 0.294764 SUCCESS 125
111010010  112  106  103  103  105   87  110   96 10.591118 0.225960 SUCCESS 126
111010100   92  108   98   94  104   99  102   96  3.905436 0.865553 SUCCESS 127
111010110   90   84   88   94  107  105   93   80  7.181198 0.517215 SUCCESS 128
111011000   81   97  114  103   93   92   68   95 14.820319 0.062735 SUCCESS 129
111011010   93   82  105   87   93   88  109   91  6.499487 0.591465 SUCCESS 130
111011100   87  104   95  101   88   95  110   88  5.572333 0.695014 SUCCESS 131
111100000   90  106   88  111   92  101   86  114 10.456619 0.234428 SUCCESS 132
111100010   79   94   93  107  108   92   89   97  6.807742 0.557511 SUCCESS 133
111100100   94   95   92   99   91  105   87  103  3.001836 0.934242 SUCCESS 134
111100110   98   81   75   74   90  100   95  108 13.548384 0.094323 SUCCESS 135
111101000   92   99   82   83  106   99   88  103  6.375230 0.605278 SUCCESS 136
111101010   97   88  109   99  102   84   92   91  5.048676 0.752361 SUCCESS 137
111101100   91  102  109   95  102   99   76   92  7.655358 0.467839 SUCCESS 138
111101110   96  114   98   94   83  107   99   74 12.247091 0.140515 SUCCESS 139
111110000   68  104   80  104   93   92   77  104 16.494044 0.035831 SUCCESS 140
111110010  107   95   90   97   98   95  100  104  3.341838 0.911112 SUCCESS 141
111110100  102   89   87   89  115   93   76  103 11.043088 0.199270 SUCCESS 142
111110110  104   96  102   87   96   84   89   92  3.892123 0.866723 SUCCESS 143
111111000   82  105   90  101  102   90   76  103  8.986349 0.343449 SUCCESS 144
111111010   97   95   97  104  113   92   96   98  4.957872 0.762069 SUCCESS 145
111111100   90  100   91  100  109  109   88  100  6.287498 0.615062 SUCCESS 146
111111110  102   98   82   89  103   99   91   94  3.927625 0.863594 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 94.671875	M = 48480	N = 8	m = 9	n = 387840
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   91   83  105  111   82  107   94   79 11.815262 0.159639 SUCCESS   0
000000011   94   88   94  102   90  101  106   99  3.365051 0.909407 SUCCESS   1
000000101   92   94  100   97   84   83   87   88  4.313711 0.827768 SUCCESS   2
000000111   90   75  103  110   86   93  111  107 13.214527 0.104678 SUCCESS   3
000001001   92  103   87   96   97   89   72   85  8.545303 0.382091 SUCCESS   4
000001011   89   81   94  103   86   79   95   94  6.666416 0.573014 SUCCESS   5
000001101   97  110  108   88   90   86   87   88  7.241620 0.510802 SUCCESS   6
000001111   83   90   82   93   77  107  103  101  9.777980 0.280956 SUCCESS   7
000010001   99   81   89   99   73  112   92   97 11.350319 0.182629 SUCCESS   8
000010011   98   86   93  107   95   90   81   89  5.266127 0.728790 SUCCESS   9
000010101   87   93  106   97   89   92   97  104  3.573627 0.893401 SUCCESS  10
000010111   95   92   82  106   93   70   82  104 12.619523 0.125628 SUCCESS  11
000011001   97   92   76   82  100  101  101   80  9.236230 0.322762 SUCCESS  12
000011011  110  104  104   84  105   92   92   84  8.276988 0.406892 SUCCESS  13
000011101   92   93  101   97  101   91  104   89  2.491833 0.962111 SUCCESS  14
000011111  108   98   94   99   88  119  105  104 11.338371 0.183254 SUCCESS  15
000100011   95   73  102   93   86   96  106   93  8.021986 0.431325 SUCCESS  16
000100101  111  101   94  103   81  118   95   98 12.221147 0.141606 SUCCESS  17
000100111   99   92  104  100   85   85   91   98  3.855255 0.869941 SUCCESS  18
000101001   87  106   83  100   88   82  106   70 14.134512 0.078326 SUCCESS  19
000101011   79   84   93   98  105   94   88  110  8.301566 0.404580 SUCCESS  20
000101101   88   85   88  114   92   98  107   97  7.993653 0.434090 SUCCESS  21
000101111  101   95   99   96   98   86   91  113  5.421790 0.711689 SUCCESS  22
000110011  106  101   91   93   98  110  100   83  6.502901 0.591086 SUCCESS  23
000110101   94   90  102   98  102   84   98   92  2.980671 0.935565 SUCCESS  24
